id	EC
ChiCTR2100042504	糖尿病出现严重并发症(心、脑、肾、眼、足等受损)；
ChiCTR2100042504	慢性肾病尿毒症期；
ChiCTR2100042504	结缔组织疾病活动期；
ChiCTR2100042504	近1年使用过免疫抑制剂或激素。
ChiCTR2100042179	对镇静剂、麻醉剂成分过敏者。
ChiCTR2100042179	各种原因所致不能接受调查问卷者。
ChiCTR2000041516	弥漫性或多结节性肝脏肿瘤的患者。
ChiCTR2000041516	手术累及胆道的患者。
ChiCTR2000041516	诊断为胆道疾病的患者。
ChiCTR2000041516	肾损害患者。
ChiCTR2000041516	缺少生化参数数据的患者。
ChiCTR2000041516	图像质量问题的患者。
ChiCTR2000041478	病毒性肝炎、自身免疫性肝病、肝豆状核变性、药物（糖皮质激素、甲氨蝶呤等）、炎症性肠病、酒精性肝病、全胃肠外营养、乳糜泻、库欣综合征等导致肝硬化的其他情况；
ChiCTR2000041478	目前活跃或疑似肝细胞癌，既往肝脏手术或肝移植以及目前的妊娠患者；
ChiCTR2000041478	临床资料不齐全；
ChiCTR2000041478	服用抗凝药物、抗血小板药物史；
ChiCTR2000041478	外周血管疾病、血液系统疾病。
ChiCTR2000041166	有恶性高血压、严重心律失常、急性心肌梗塞、脑血管意外等重症病者。
ChiCTR2000041166	近期有急性感染、创伤、手术、糖尿病酮症酸中毒、高渗性昏迷者。
ChiCTR2000041166	合并有脑、肝、肾和造血系统等严重原发性疾病，精神病和认知功能异常患者。
ChiCTR2000041166	合并有肿瘤及其他脏器功能衰竭者。
ChiCTR2000041002	绝对禁忌症:无法平卧、不能耐受手术者。
ChiCTR2000041002	相对禁忌症:
ChiCTR2000041002	严重凝血功能障碍(国际标准化比值>1.
ChiCTR2000041002	。
ChiCTR2000041002	严重心、肺、肾功能衰竭；
ChiCTR2000041002	患者不能配合；
ChiCTR2000041002	肝外胆道梗阻；
ChiCTR2000041002	胆道感染；
ChiCTR2000041002	不能纠正的大量腹水；
ChiCTR2000041002	肝淀粉样变；
ChiCTR2000041002	多囊肝；
ChiCTR2000041002	不可控制的肝癌。
ChiCTR2000040960	处于妊娠期或试验期间有妊娠计划的患者；
ChiCTR2000040960	对这项技术有任何疑虑或者存在其他风险史的患者；
ChiCTR2000040960	处于疾病末期或者可能在研究中死亡的患者；
ChiCTR2000040960	研究入组前三个月参与其他临床试验的患者；
ChiCTR2000040960	研究入组前已参加其他任何菌群治疗的患者；
ChiCTR2000040960	近1月内有呕血、黑便等消化道出血的表现或其他严重的肝硬化并发症；
ChiCTR2000040960	严重心肺、肝、肾功能不全的患者；
ChiCTR2000040960	有明显的HE或HE病史，曾行经颈静脉肝内门体分流手术；
ChiCTR2000040960	近期使用过抗生素、乳果糖、LOLA、支链氨基酸、酸奶及益生菌制剂；
ChiCTR2000040960	任何研究者认为不能参加本研究的患者。
ChiCTR2000040465	合并肝癌和其他部位恶性肿瘤；
ChiCTR2000040465	既往或入组时已患有严重的心血管系统、消化系统、呼吸系统、泌尿系统等器官功能障碍或不全；
ChiCTR2000040465	合并严重的全身性感染；
ChiCTR2000040465	入组前行肝移植、脾切除、TIPSS、外科断流及分流术等患者；
ChiCTR2000040465	1月前服用益生菌、抗生素、抗真菌药、激素等影响微环境的药物；
ChiCTR2000040465	严重神经和精神病患者；
ChiCTR2000040465	酒精或其他药物滥用者；
ChiCTR2000040465	孕妇及哺乳期妇女。
ChiCTR2000040291	既往曾行TIPS或者外科分流手术；
ChiCTR2000040291	肝性脑病既往病史，或纳入时诊断肝性脑病；
ChiCTR2000040291	肝性脊髓病及其它神经精神疾病；
ChiCTR2000040291	术前4周内使用营养制剂、抗生素或乳果糖；
ChiCTR2000040291	消化道出血、自发性腹膜炎、肝肾综合征、肝肺综合征等肝硬化并发症未控制或稳定<1周；
ChiCTR2000040291	心脏、肺、肾、脑等重大脏器功能不全；
ChiCTR2000040291	视力受损影响阅读；
ChiCTR2000040291	极低文化程度，不能阅读及书写简单的字词；
ChiCTR2000040291	来自高海拔地区（>2500米 ）；
ChiCTR2000040291	孕妇及哺乳期妇女；
ChiCTR2000040291	肝功能Child 评分超过12分， 转氨酶超过正常上限5倍;
ChiCTR2000040291	淤胆性肝病（原发性胆汁性胆管炎、原发性硬化性胆管炎及肝外胆管梗阻等）；
ChiCTR2000040291	合并恶性肿瘤；
ChiCTR2000040291	门脉海绵样变性。
ChiCTR2000040052	收缩压≥180 mmHg或<90mmHg，舒张压≥110mm Hg或<60mmHg；
ChiCTR2000040052	Child-Pugh肝功能分级B级以上；
ChiCTR2000040052	严重的心、脑、肾、肺、内分泌疾病或严重感染者；
ChiCTR2000040052	术前使用镇痛药、镇痛药；
ChiCTR2000040052	睡眠障碍；
ChiCTR2000040052	术前3天内饮酒或者服用兴奋性饮料；
ChiCTR2000040052	精神状态不稳定或有精神疾病者；
ChiCTR2000040052	过去30天之内参与了另外的临床研究
ChiCTR2000039674	既往曾行TIPS或者外科分流手术；
ChiCTR2000039674	门静脉血栓；
ChiCTR2000039674	使用抗凝药物或抗血小板聚集药物；
ChiCTR2000039674	易栓症；
ChiCTR2000039674	术前4周 内使用营养制剂、抗生素或乳果糖；
ChiCTR2000039674	消化道出血、自发性腹膜炎、肝肾综合征、肝肺综合征等肝硬化并发症未控制或稳定<1周；
ChiCTR2000039674	心脏、肺、肾、脑等重大脏器功能不全；
ChiCTR2000039674	来自高海拔地区（>2500米 ）；
ChiCTR2000039674	孕妇及哺乳期妇女；
ChiCTR2000039674	肝功能Child 评分不超过12分， 转氨酶不超过正常上限5倍 ；
ChiCTR2000039674	淤胆性肝病（原发性胆汁性胆管炎、原发性硬化性胆管炎及肝外胆管梗阻等）；
ChiCTR2000039674	合并恶性肿瘤；
ChiCTR2000039674	门脉海绵样变性。
ChiCTR2000039614	既往曾行TIPS或者外科分流手术；
ChiCTR2000039614	肝性脑病既往病史，或纳入时诊断肝性脑病；
ChiCTR2000039614	肝性脊髓病及其它神经精神疾病；
ChiCTR2000039614	术前4周内使用营养制剂、抗生素或乳果糖；
ChiCTR2000039614	消化道出血、自发性腹膜炎、肝肾综合征、肝肺综合征等肝硬化并发症未控制或稳定<1周；
ChiCTR2000039614	心脏、肺、肾、脑等重大脏器功能不全；
ChiCTR2000039614	视力受损影响阅读；
ChiCTR2000039614	极低文化程度，不能阅读及书写简单的字词；
ChiCTR2000039614	来自高海拔地区（>2500米 ）；
ChiCTR2000039614	孕妇及哺乳期妇女；
ChiCTR2000039614	肝功能Child 评分超过12分， 转氨酶超过正常上限5倍 ：
ChiCTR2000039614	淤胆性肝病（原发性胆汁性胆管炎、原发性硬化性胆管炎及肝外胆管梗阻等）；
ChiCTR2000039614	合并恶性肿瘤；
ChiCTR2000039614	门脉海绵样变性。
ChiCTR2000039312	有肝脏或其他任何类型的恶性肿瘤病史者；
ChiCTR2000039312	有酒精型肝炎、药物性肝损害、脂肪肝、其他病毒性肝炎、巨细胞病毒感染、 EB 病毒感染、自身免疫性肝病、已明确的遗传性肝病等其他可能导致肝硬化或肝功能异常的疾病病史者；
ChiCTR2000039312	1月内合并严重并发症者（消化道出血、肝昏迷、腹膜炎、严重感染、肝肾综合征）；
ChiCTR2000039312	合并门脉血栓、门脉海绵样变、布加氏综合征等门静脉不宜进行干细胞输注者；
ChiCTR2000039312	合并胆道梗阻者；
ChiCTR2000039312	有脾切断流、门体分流、 TIPS 手术史者；
ChiCTR2000039312	3月内接受过免疫抑制剂及免疫增强剂治疗者
ChiCTR2000039312	1月内接受过输血及其他血液制品治疗者；
ChiCTR2000039312	主要器官移植病史或者发现严重的心、肺、肾、血液、内分泌等系统疾病者；
ChiCTR2000039312	严重的精神病史，尤其是抑郁症者；
ChiCTR2000039312	生命体征不稳定者；
ChiCTR2000039312	高度过敏体质或有严重过敏史者；
ChiCTR2000039312	HIV 阳性者；
ChiCTR2000039312	在试验开始前 1 年内，吸毒或者接受美沙酮治疗者；
ChiCTR2000039312	孕妇、哺乳期妇女或近期有生育计划者；
ChiCTR2000039312	没有能力或者不愿意签署知情同意书，或者不遵守试验要求者；
ChiCTR2000039312	入组前 3 个月内参与过其他临床试验者；
ChiCTR2000039312	极个别期望值过高，或者不切合实际的要求者；
ChiCTR2000039312	研究者认为的患者不宜参加本研究的其他情况。
ChiCTR2000039284	长期口服非甾体类消炎药、抑制血小板类药物、抗凝药物等可能导致消化道出血的药物；
ChiCTR2000039284	上消化道出血每年在3次以内（不含3次）或者出血原因不同；
ChiCTR2000039284	不同意签署知情同意书、不遵从本研究要求用药，或者中途不能按时随访或失访。
ChiCTR2000038922	合并或重叠其它如甲型、丙型、戊型、丁型等病毒肝炎感染者；
ChiCTR2000038922	有自身免疫性肝病（PBC、原发性硬化性胆管炎、自身免疫性肝炎）、药物或化学毒物、血吸虫肝病、遗传代谢性疾病、循环障碍（布-加综合征、右心衰竭）、隐源性肝硬化等疾病；
ChiCTR2000038922	合并有食管胃底静脉曲张破裂出血、自发性腹膜炎、肝性脑病、肝肾综合征、原发性肝癌等严重并发症患者；
ChiCTR2000038922	存在严重的多种疾病，如心血管、肺、肾、脑、内分泌和造血系统严重原发性疾病，精神病患者等不能耐受试验者；
ChiCTR2000038922	妊娠期、哺乳期妇女；
ChiCTR2000038922	对本药过敏者。
ChiCTR2000038556	不符合本研究诊断标准者；
ChiCTR2000038556	年龄小于18岁或65岁以上者；
ChiCTR2000038556	合并酒精性肝病、非酒精性脂肪性肝病、其他病毒型肝炎、自免疫性肝病、寄生虫病等可导致肝硬化的特定肝病；
ChiCTR2000038556	合并有心血管、脑、肾、血液系统及内分泌代谢等严重原发性疾病；
ChiCTR2000038556	怀孕或哺乳期妇女；
ChiCTR2000038556	已知对研究用药物组成成分有过敏史者。
ChiCTR2000038467	临床前研究，不涉及人类。
ChiCTR2000038306	妊娠及哺乳期妇女；
ChiCTR2000038306	患有或可疑肝癌、胆管癌等恶性肿瘤；
ChiCTR2000038306	严重凝血障碍；
ChiCTR2000038306	大量腹水；
ChiCTR2000038306	不适于或不愿意接受行HVPG检测患者；
ChiCTR2000038306	研究者认为不适合参与研究的其他情况。
ChiCTR2000037895	患者无严重肺动脉高压
ChiCTR2000037895	呼吸系统疾病
ChiCTR2000037895	肝、肾功能未见异常
ChiCTR2000037895	无HES过敏史
ChiCTR2000037766	合并消化道出血、肝性脑病、肝肾综合征或肝癌等并发症；
ChiCTR2000037766	急慢性胰腺炎、多器官功能衰竭、腹部外伤、消化道溃疡穿孔及炎症性肠病等影响肠道功能；
ChiCTR2000037766	肝病以外的心源性、肾源性、营养障碍性、恶性肿瘤腹膜转移、卵巢肿瘤、结缔组织疾病等引起的腹水；癌性腹膜炎、结核性腹膜炎、继发性腹膜炎（外科急腹症、腹部外伤、手术等）；
ChiCTR2000037766	合并其他慢性疾病，如心、脑、肾等重要脏器和内分泌、血液系统疾病；
ChiCTR2000037766	治疗前８周内使用过抗生素、微生态制剂、免疫调节剂及中药类药物；
ChiCTR2000037766	年龄小于 18 岁或大于 80 岁，孕妇及哺乳期妇；
ChiCTR2000037766	有灌肠禁忌症；
ChiCTR2000037766	有精神、心理或神经方面疾病；
ChiCTR2000037766	合并有其它严重传染病，如肺结核、艾滋病等；
ChiCTR2000037766	对多种药物过敏的过敏体质；
ChiCTR2000037766	不愿参加试验和签订知情同意书。
ChiCTR2000037730	重度贫血（HgB＜60g/L）；
ChiCTR2000037730	正在发热或合并SIRS的患者；
ChiCTR2000037730	酒精性肝病患者；
ChiCTR2000037730	合并原发性和继发性心血管疾病，如高血压、冠心病、风心病、先心病等；
ChiCTR2000037730	合并其他可能影响心脏功能的急慢性疾病，例如急慢性呼吸系统疾病、甲状腺疾病等；
ChiCTR2000037730	合并恶性肿瘤；
ChiCTR2000037730	近1周内服用对心功能有影响的药物 （β受体阻滞剂、钙离子通道阻滞剂、血管紧张素转换酶抑制剂等）。
ChiCTR2000037722	存在常规胃镜检查禁忌症患者；
ChiCTR2000037722	拒绝接受镇静或麻醉胃镜的患者；
ChiCTR2000037722	对镇静剂、麻醉剂成分过敏者；
ChiCTR2000037722	各种原因所致不能接受调查问卷者。
ChiCTR2000037552	使用免疫抑制剂、免疫力低下患者。
ChiCTR2000037421	肝硬化合并严重凝血功能障碍、严重消化道出血、严重肝昏迷；
ChiCTR2000037421	有明确肝癌病史；
ChiCTR2000037421	严重心、肝、肾、肺功能衰竭；
ChiCTR2000037421	一般状况很差不能耐受干细胞移植手术者；
ChiCTR2000037421	严重的全身感染未控制者；
ChiCTR2000037421	造影剂过敏。
ChiCTR2000037421	肝硬化合并严重凝血功能障碍、严重消化道出血、严重肝昏迷；
ChiCTR2000037421	有明确肝癌病史；
ChiCTR2000037421	严重心、肝、肾、肺功能衰竭；
ChiCTR2000037421	一般状况很差不能耐受干细胞移植手术者；
ChiCTR2000037421	严重的全身感染未控制者；
ChiCTR2000037421	造影剂过敏。
ChiCTR2000037369	肝衰竭；
ChiCTR2000037369	合并其它嗜肝病毒感染的肝炎、脂肪肝、长期饮酒或其它慢性重型肝炎；
ChiCTR2000037369	妊娠或准备妊娠妇女、哺乳妇女；
ChiCTR2000037369	有严重的基础疾病：重度COPD、严重肾功能不全、慢性充血性心力衰竭等；
ChiCTR2000037369	免疫缺陷患者：如恶性肿瘤、器官移植和近3月内服用免疫抑制剂或糖皮质激素等；
ChiCTR2000037369	参加其他临床试验的患者；
ChiCTR2000037369	研究者认为不适合入组的其它情况。
ChiCTR2000037352	合并其他病毒性肝炎、血吸虫性肝病、药物性肝损伤、酒精性肝病、遗传性肝病以及内分泌与代谢疾病、自身免疫性疾病、血液系统疾病、慢性肠道疾病、未被控制的心脏/肺脏疾病和肾脏疾病；
ChiCTR2000037352	肝活检前后4周内出现过除自发性细菌性腹膜炎之外的其他任何部位的严重感染（发热>3天，炎症及抗炎反应症状>3周）；
ChiCTR2000037352	启用抗病毒治疗6个月后血清HBV DNA＞1000 IU/mL；
ChiCTR2000037306	具有电子胃镜检查的禁忌证；
ChiCTR2000037306	卡维地洛或他汀使用禁忌证，既往6个月内服用过NSBB和他汀类药物；
ChiCTR2000037306	CTP评分 C级；
ChiCTR2000037306	肝细胞癌史；
ChiCTR2000037306	门静脉血栓或海绵样变，肝静脉流出道阻塞；
ChiCTR2000037306	妊娠或哺乳期妇女以及计划在研究期怀孕的妇女；
ChiCTR2000037306	伴有精神病史或无法控制的癫痫病患者；
ChiCTR2000037306	无法控制的糖尿病；
ChiCTR2000037306	支气管哮喘；
ChiCTR2000037306	有严重的基础疾病，包括慢性呼吸道衰竭、循环衰竭和肾功能衰竭等；
ChiCTR2000037306	研究者认为其他不适合入组的情况；
ChiCTR2000037306	基本病因未控制，如乙肝和丙肝病毒学检测低于正常上限小于6个月；
ChiCTR2000037306	既往有出血史，或胃镜下套扎等治疗史；
ChiCTR2000037306	慢加急性肝功能衰竭；
ChiCTR2000037306	外科门体分流术后或TIPS术后。
ChiCTR2000037108	有严重的心、肺、肾、神经系统、血液系统及精神病、肿瘤（肝脏肿瘤只排除并发血性腹水者）患者；；
ChiCTR2000037108	血糖难以控制的糖尿病患者；
ChiCTR2000037108	肝硬化并发上消化道出血、2级或更高级肝性脑病患者。
ChiCTR2000037108	妊娠及哺乳期妇女；
ChiCTR2000037108	对真武汤过敏者；
ChiCTR2000037108	正在参与其他临床试验研究患者。
ChiCTR2000036878	合并其它嗜肝病毒感染或其他致病因素引起的肝硬化患者；
ChiCTR2000036878	B超或MRI检测存在或怀疑存在原发性肝细胞癌占位者；
ChiCTR2000036878	明确是肝硬化失代偿者，如Child-Pugh C级＞12分者，近6个月出现上消化道出血、肝性脑病、肝肾综合征者。
ChiCTR2000036878	伴有心、肾、肺、内分泌、血液、代谢及胃肠道严重原发病者；或精神病患者；
ChiCTR2000036878	近期有生育意愿者、孕妇或哺乳期妇女。
ChiCTR2000036724	受试者同时兼存在严重细菌感染、慢性肾衰竭及恶性肿瘤者；
ChiCTR2000036724	近2周内曾患上消化道出血或肝性脑病者；
ChiCTR2000036724	存在严重电解质紊乱者，即血钾＜3.0 mmol/L、血钠＜120 mmol/L；
ChiCTR2000036724	合并有心脑血管、造血系统等严重原发性疾病者及精神病患者；
ChiCTR2000036724	过敏体质及对本研究药物已知成份过敏者；
ChiCTR2000036720	明确恶性肿瘤患者；
ChiCTR2000036720	肝移植患者；
ChiCTR2000036720	严重心脑血管疾病及癫痫的患者；
ChiCTR2000036720	合并严重基础疾病（高血压/糖尿病/慢性支气管炎/慢性肾炎/甲亢/哮喘等）及疾病急性发作期患者；
ChiCTR2000036720	有过敏史，包括既往接种疫苗有过严重的不良反应，如过敏、荨麻疹、呼吸困难、血管神经性水肿或腹痛，或对观察用疫苗中任何一种成分过敏者。
ChiCTR2000036720	合并艾滋病结核梅毒等疾病患者；
ChiCTR2000036720	育龄期尿妊娠试验阳性的患者；
ChiCTR2000036720	哺乳期及拟哺乳的患者；
ChiCTR2000036720	目前正在参加其他临床试验的患者；
ChiCTR2000036720	有药物滥用及吸毒病史；
ChiCTR2000036720	有精神疾患，不能清晰表达自己意愿患者；
ChiCTR2000036720	经研究者有任何原因可能不能完成本项目者；
ChiCTR2000036720	血小板小于50x109/L;
ChiCTR2000036720	首针接种前6个月内长期（持续14天以上）使用免疫抑制剂或其他免疫调节药物，皮质类固醇药物的全身性用药，但允许局部用药（如软膏、滴眼液、吸入剂或鼻喷剂）；
ChiCTR2000036720	出现消化道出血、肝性脑病、肝肾综合症、大量腹水、严重感染等严重并发症的患者；
ChiCTR2000036720	年龄超过80岁。
ChiCTR2000036365	年龄 < 16岁或 ≥ 80岁
ChiCTR2000036365	妊娠期或哺乳期妇女
ChiCTR2000036365	艾滋病抗体阳性
ChiCTR2000036365	此次入院拟完成预约的治疗，如：内镜下套扎/脾切除/TIPS术/肝穿刺，或仅为单纯复查或MDT会诊等
ChiCTR2000036365	米兰标准以外的肝细胞肝癌及其他晚期恶性肿瘤
ChiCTR2000036365	肝移植术后状态
ChiCTR2000036365	合并影响预后的其他严重的急慢性肝外疾病，如：COPD慢性呼吸衰竭期；慢性肾病尿毒症期（透析治疗）；冠心病合并左心衰等。
ChiCTR2000036365	因肝脏疾病以外原因长期服用免疫抑制剂，如：风湿性疾病；肾病综合征；器官移植后抗排除等，或抗凝药物治疗房颤等。
ChiCTR2000036365	患者拒绝签署知情同意书，参加此研究
ChiCTR2000036365	以上均不符合，但患者因昏迷等原因暂时无法签署知情同意书，且没有法定代理人代替签署。根据病情，患者可能无法苏醒补签知情同意书。
ChiCTR2000036321	在不能配型的情况下，由于白细胞、血小板HLA不合，或对供血者血浆中某种成分过敏而发生反应者；
ChiCTR2000036321	各种免疫性疾病，由于血浆中抗红细胞抗体或补体可损害红细胞而发生溶血反应者；
ChiCTR2000036321	尿毒症，高钾血症及酸中毒患者。
ChiCTR2000035815	合并心血管、脑、肺、肾等重要器官严重器质性疾病者；
ChiCTR2000035815	合并上消化道大出血、肝性脑病、肝肾综合征等危及生命的肝硬化终末期并发症者；
ChiCTR2000035815	精神疾病患者、妊娠或哺乳期妇女；
ChiCTR2000035815	严重的内分泌系统、免疫系统疾病患者；
ChiCTR2000035815	使用白蛋白、血浆制剂及其他促进血浆白蛋白生成药物的患者。
ChiCTR2000035789	妊娠期、哺乳期妇女或不排除妊娠可能的妇女；
ChiCTR2000035789	血清总胆红素≥正常上限5倍；
ChiCTR2000035789	血清肌酐≥正常上限1.2倍；
ChiCTR2000035789	凝血酶原时间≥18秒；
ChiCTR2000035789	对已知米曲菌胰酶片及其相关成分过敏者；
ChiCTR2000035789	因任何原因不能经口进食的受试者；
ChiCTR2000035789	既往有肠梗阻病史受试者；
ChiCTR2000035789	研究开始前2月内有急腹痛受试者；
ChiCTR2000035789	研究开始前存在电解质（钠、钾、氯）紊乱，且无法纠正的受试者，如曾发生电解质（钠、钾、氯）紊乱，需在研究开始前已纠正并稳定1月以上；
ChiCTR2000035789	既往肝性脑病II期以上受试者；
ChiCTR2000035789	顽固性腹水病史，研究开始前2周内有中等量及以上腹水受试者；
ChiCTR2000035789	研究开始前2周内有黑便、呕血等消化道出血症状的受试者；
ChiCTR2000035789	研究开始前2周内使用过抗生素者；
ChiCTR2000035789	发生其他疾病可影响本研究的受试者：包括重大心肺系统疾病、糖尿病、肿瘤、HIV感染等获得性或原发性、继发性免疫系统疾病（原发性自身免疫性肝病除外）、因其他疾病需要长期接受激素治疗的受试者等；
ChiCTR2000035789	物质滥用：酗酒（80 g/日）且戒酒时间＜6个月，过去两年中有静脉使用或/及吸入药物（毒品）史；
ChiCTR2000035789	研究开始前6个月内开始抗病毒治疗和/或调整抗病毒治疗方案的慢性乙型/丙型病毒性肝炎受试者；
ChiCTR2000035789	研究开始前6个月内有手术史的受试者；
ChiCTR2000035789	研究开始前6个月内开始病因治疗或调整过治疗方案的自身免疫性肝病受试者（即6月内新加使用熊去氧胆酸或激素、免疫抑制剂等，已经开始病因治疗受试者治疗方案及药物剂量无改变）
ChiCTR2000035789	3月内参加过其它药物试验者；
ChiCTR2000035789	任何研究者认为不能参加本研究的受试者。
ChiCTR2000035726	怀孕或者哺乳期的患者；
ChiCTR2000035726	凝血功能、心功能、肺功能严重异常或一般情况较差的患者；
ChiCTR2000035726	肝静脉、门静脉、肠系膜静脉血栓患者；
ChiCTR2000035726	肝恶性肿瘤或肝功能失代偿（Child C或MELD > 25)患者；
ChiCTR2000035726	碘过敏患者。
ChiCTR2000035269	孕妇或哺乳期妇女。
ChiCTR2000035269	严重贫血、凝血功能障碍经治疗不能改善者。
ChiCTR2000035269	近期并发消化道出血且止血治疗失败者。
ChiCTR2000035269	自发性腹膜炎、肝性脑病、肝肾综合症以及急性感染发作期。
ChiCTR2000035269	伴有严重心、肺、肾、血液系统等疾病，精神病史者。
ChiCTR2000035269	合并肝脏或其他脏器的恶性肿瘤。
ChiCTR2000034799	未住院病人，未行麻醉病人
ChiCTR2000034735	排除肝癌，合并其他严重合并症及并发症者。
ChiCTR2000034573	合并其他肝炎病毒感染（例如，HAV，HCV，HEV，EBV等）。
ChiCTR2000034573	长期使用肝毒性药物（如抗肿瘤，抗结核，神经系统药物等）。
ChiCTR2000034573	原发性或转移性肝癌。
ChiCTR2000034573	在抗病毒治疗期间停药超过6个月的患者。
ChiCTR2000034573	患有不受控制的心血管，呼吸，消化，神经，泌尿和其他严重疾病的患者。
ChiCTR2000034573	孕妇或哺乳期妇女。
ChiCTR2000034573	乙型肝炎失代偿性肝硬化合并酒精性肝病的患者。
ChiCTR2000034573	慢性肝功能衰竭或Child-pugh评分大于14时急性发作。
ChiCTR2000034573	其他研究者认为不符合该研究条件的患者。
ChiCTR2000034262	甲型、丙型或丁型肝炎病毒感染；免疫性肝炎、药物性肝炎、酒精性肝炎、脂肪肝等；合并心、肺、肾、脑等脏器严重功能障碍；合并恶性肿瘤、精神疾患等。
ChiCTR2000034175	近12个月内有专项补充支链氨基酸史；
ChiCTR2000034175	合并肿瘤或其他消耗性疾病患者；
ChiCTR2000034175	合并2型糖尿病、心血管疾病、肾脏疾病，可能对研究结果产生影响者；
ChiCTR2000034175	有中-大量腹水或不能耐受低强度运动者；
ChiCTR2000034175	依从性差，不遵从研究方案者；
ChiCTR2000034175	研究者认为需要排除或不宜继续参与研究者。
ChiCTR2000034096	孕妇或哺乳期妇女
ChiCTR2000034096	吸毒者；
ChiCTR2000034096	怀疑或确诊有酒精/药物滥用病史；
ChiCTR2000034096	既往有大的腹部手术病史；
ChiCTR2000034096	患有可能引起胃肠道功能损伤的疾病。如糖尿病、甲状腺疾病、肠梗阻、炎症性肠病(Inflammatory bowel disease,IBD)等；
ChiCTR2000034096	治疗前 2 周服用抗生素、非甾体类抗炎药、微生态制剂、促胃肠动力药、抑酸药等影响肠道菌群的药物；
ChiCTR2000034096	2 周前合并有消化道出血或自发性细菌性腹膜炎（Spontaneous bacterial peritonitis,SBP）病史；
ChiCTR2000034096	伴有其它可能影响其生存的严重疾病（包括严重感染，严重心脏、肾脏、呼吸、血液、内分泌、神经精神等疾病）或者合并有其他类型肿瘤；
ChiCTR2000034096	有使用免疫抑制剂病史，或其他严重免疫缺陷性疾病，如人类获得性免疫缺陷病毒（Human Acquired Immunodeficiency Virus,HIV）感染、风湿性疾病等。
ChiCTR2000033468	内镜下套扎或注射硬化剂止血病史；
ChiCTR2000033468	门静脉及其属枝血栓；
ChiCTR2000033468	肝癌及其他肿瘤病史。
ChiCTR2000033246	有常规内镜操作禁忌证或拒绝麻醉的患者；
ChiCTR2000033246	需要气管插管的患者；
ChiCTR2000033246	急性上消化道出血；
ChiCTR2000033246	ASA在Ⅳ级及Ⅳ级以上者；
ChiCTR2000033246	患者存在未得到适当控制的可能威胁生命的循环与呼吸系统疾病；有严重肝功能障碍(Child Pugh C级)、严重肾功能障碍、严重贫血、胃肠道梗阻伴有胃内容物潴留；
ChiCTR2000033246	明确困难气道者。
ChiCTR2000033225	门静脉完全闭塞；
ChiCTR2000033225	大量腹水；
ChiCTR2000033225	心肺肝肾功能明显异常，严重重凝血功能障碍又无法纠正。
ChiCTR2000033127	具备以下情况之一，即排除：
ChiCTR2000033127	有门静脉系统血栓者；
ChiCTR2000033127	存在较严重甲状腺疾病、严重呼吸系统疾病、严重肾病、心脑血管疾病，或免疫低下疾病、恶性肿瘤；
ChiCTR2000033127	无法平卧不能耐受HVPG手术者；
ChiCTR2000033127	严重凝血功能障碍（国际标准化比值＞5）；
ChiCTR2000033127	正在服用抗凝药物或抗血小板药物或止血药者；
ChiCTR2000033127	碘造影剂过敏者；
ChiCTR2000033127	目前正在参与其它临床试验研究。
ChiCTR2000032502	孕妇及哺乳期妇女；
ChiCTR2000032502	有器官移植史；
ChiCTR2000032502	有食管胃底曲张静脉破裂出血史或本次胃镜检查有“红色征”需同时行贲门周围血管离断术或分流术；
ChiCTR2000032502	各种原因所致活动性出血；
ChiCTR2000032502	患有严重的急慢性疾病；
ChiCTR2000032502	患有严重的糖尿病；
ChiCTR2000032502	患有严重的感染性疾病；
ChiCTR2000032502	HIV感染或存在AIDS相关疾病；
ChiCTR2000032502	药物滥用者，或患有可能干扰研究依从性的心理或精神等疾病；
ChiCTR2000032502	术前曾行其它抗肿瘤治疗或免疫治疗；
ChiCTR2000032502	合并严重的心、肺、脑等器官的器质性疾病；
ChiCTR2000032502	有其它恶性肿瘤史；
ChiCTR2000032502	研究者认为不适合本研究的其它情况。
ChiCTR2000032394	食管胃底静脉破裂活动性出血；
ChiCTR2000032394	酸碱平衡失调、电解质紊乱；
ChiCTR2000032394	合并糖尿病或糖耐量异常；
ChiCTR2000032394	内分泌激素异常或近期服用类固醇药物治疗；
ChiCTR2000032394	肺功能中度以上受损；
ChiCTR2000032394	怀孕或哺乳期妇女。
ChiCTR2000032383	合并肝癌或其他恶性肿瘤；
ChiCTR2000032383	不能合作的患者；
ChiCTR2000032383	凝血酶原时间（PT）超过正常对照上限3~5秒以上；
ChiCTR2000032383	国际标准化比值（INR）≤1.5；
ChiCTR2000032383	PLT＜60×10^9/L；
ChiCTR2000032383	最近使用（过去的7天）抗凝或抗血小板类药物；
ChiCTR2000032383	近期（4周内）有上消化道出血或自发性腹膜炎；
ChiCTR2000032383	中等或大量腹腔积液；
ChiCTR2000032383	心肺等重要脏器严重功能障碍；
ChiCTR2000032383	妊娠或哺乳期女性；
ChiCTR2000032383	HIV阳性；
ChiCTR2000032383	任何不可控的活动性感染；
ChiCTR2000032383	研究者评估认为患者不能或不愿意依从研究方案的要求。
ChiCTR2000032149	对IFN α及其药物成分过敏者，研究者判断不适合应用IFN α的患者；
ChiCTR2000032149	合并HAV、HCV、HDV、HEV、HIV感染，或合并酒精性肝病，遗传代谢性肝病，药物性肝病，非酒精性脂肪性肝病等其他慢性肝病；
